n,m,sparsiness,number,p,time,name
300,45000,50,0,0.7,1.2752196788787842,density
50,1625,95,1,0.7,0.00775456428527832,sparseextra30
3000,90000,99,0,0.7,98.77092719078064,sparse30
500,17500,99,4,0.7,1.6584978103637695,sparseextra30
200,400,99,0,0.7,0.04075145721435547,sparse30
50,1525,99,1,0.7,0.0075833797454833984,sparseextra30
50,125,95,0,0.7,0.005015134811401367,sparse30
300,13500,95,2,0.7,0.7753984928131104,sparseextra30
200,6400,99,1,0.7,0.1380748748779297,sparseextra30
500,22500,97,3,0.7,2.536593198776245,sparseextra30
50,1575,97,4,0.7,0.0077707767486572266,sparseextra30
300,4500,95,3,0.7,0.46962451934814453,sparse30
100,5000,50,2,0.7,0.062023162841796875,density
1000,23024,99,2,0.7,9.755977869033813,fewimportantextra
50,1525,99,2,0.7,0.0070345401763916016,sparseextra30
1000,10000,99,0,0.7,5.276697397232056,sparse30
200,8000,95,4,0.7,0.246901273727417,sparseextra30
500,12500,95,1,0.7,1.7975678443908691,sparse30
100,2500,75,2,0.7,0.04294991493225098,density
100,500,95,2,0.7,0.03140687942504883,sparse30
300,11700,97,3,0.7,0.6748270988464355,sparseextra30
300,13500,95,1,0.7,0.788818359375,sparseextra30
200,8000,95,3,0.7,0.2393965721130371,sparseextra30
300,45000,50,2,0.7,1.262742519378662,density
300,9900,99,3,0.7,0.40200304985046387,sparseextra30
200,1200,97,3,0.7,0.09593081474304199,sparse30
1000,80000,95,2,0.7,33.901740074157715,sparseextra30
1000,50000,95,1,0.7,21.030861616134644,sparse30
200,2000,95,0,0.7,0.1290297508239746,sparse30
500,7500,97,1,0.7,1.5644891262054443,sparse30
50,25,99,0,0.7,0.004254579544067383,sparse30
200,2000,95,1,0.7,0.1251685619354248,sparse30
100,300,97,2,0.7,0.01424551010131836,sparse30
50,1575,97,2,0.7,0.007427215576171875,sparseextra30
50,75,97,0,0.7,0.004220724105834961,sparse30
1000,80000,95,0,0.7,33.475815773010254,sparseextra30
1000,10000,99,1,0.7,5.347312688827515,sparse30
100,3300,97,1,0.7,0.03129124641418457,sparseextra30
100,2500,75,0,0.7,0.043077707290649414,density
300,4500,95,1,0.7,0.4593489170074463,sparse30
300,11700,97,1,0.7,0.640223503112793,sparseextra30
300,22500,75,3,0.7,1.2919011116027832,density
1000,80000,95,1,0.7,33.8600537776947,sparseextra30
200,1200,97,1,0.7,0.09653234481811523,sparse30
1000,40000,99,1,0.7,10.714473724365234,sparseextra30
50,25,99,2,0.7,0.004283428192138672,sparse30
50,1625,95,0,0.7,0.00793910026550293,sparseextra30
500,17500,99,3,0.7,1.7906725406646729,sparseextra30
200,2000,95,4,0.7,0.12638545036315918,sparse30
200,1200,97,0,0.7,0.09311985969543457,sparse30
50,1525,99,0,0.7,0.006893157958984375,sparseextra30
1000,10000,99,2,0.7,5.270353555679321,fewimportant
200,400,99,2,0.7,0.04282975196838379,sparse30
1000,30000,97,2,0.7,10.698403596878052,sparse30
100,2500,75,3,0.7,0.043350934982299805,density
50,1575,97,1,0.7,0.007646083831787109,sparseextra30
50,125,95,3,0.7,0.008990287780761719,sparse30
3000,540000,95,0,0.7,202.21282982826233,sparseextra30
100,2500,75,1,0.7,0.04383373260498047,density
300,13500,95,0,0.7,0.7672669887542725,sparseextra30
1000,40000,99,4,0.7,11.22893214225769,sparseextra30
300,900,99,1,0.7,0.13257431983947754,sparse30
1000,10000,99,4,0.7,5.428032159805298,fewimportant
500,22500,97,0,0.7,2.611046314239502,sparseextra30
3000,270000,97,1,0.7,78.06167316436768,sparse30
1000,30000,97,3,0.7,10.562340021133423,sparse30
1000,50000,95,4,0.7,21.25067138671875,sparse30
100,500,95,1,0.7,0.02053380012512207,sparse30
100,5000,50,1,0.7,0.06093263626098633,density
50,125,95,2,0.7,0.004729032516479492,sparse30
3000,540000,95,2,0.7,202.04038405418396,sparseextra30
200,7200,97,1,0.7,0.2393190860748291,sparseextra30
3000,180000,99,2,0.7,230.76184678077698,sparseextra30
300,22500,75,4,0.7,1.2710916996002197,density
500,2500,99,4,0.7,0.610440731048584,sparse30
300,2700,97,0,0.7,0.3005208969116211,sparse30
500,27500,95,4,0.7,3.9495208263397217,sparseextra30
500,7500,97,4,0.7,1.631072998046875,sparse30
100,3500,95,4,0.7,0.06427216529846191,sparseextra30
50,1625,95,2,0.7,0.008690595626831055,sparseextra30
100,3500,95,0,0.7,0.03868699073791504,sparseextra30
200,2000,95,3,0.7,0.13283205032348633,sparse30
300,11700,97,0,0.7,0.6237778663635254,sparseextra30
50,1625,95,4,0.7,0.007978677749633789,sparseextra30
1000,60000,97,0,0.7,22.342442750930786,sparseextra30
100,100,99,4,0.7,0.010059118270874023,sparse30
100,300,97,1,0.7,0.013920068740844727,sparse30
3000,90000,99,2,0.7,97.83343005180359,sparse30
200,400,99,1,0.7,0.04169821739196777,sparse30
300,22500,75,1,0.7,1.259819746017456,density
200,1200,97,4,0.7,0.09254026412963867,sparse30
50,25,99,4,0.7,0.004133939743041992,sparse30
100,3500,95,3,0.7,0.03622603416442871,sparseextra30
50,75,97,1,0.7,0.004498720169067383,sparse30
1000,10000,99,1,0.7,5.429854869842529,fewimportant
200,8000,95,1,0.7,0.26064157485961914,sparseextra30
50,125,95,1,0.7,0.0049304962158203125,sparse30
3000,450000,95,0,0.7,182.80043172836304,sparse30
3000,540000,95,3,0.7,203.3287856578827,sparseextra30
100,3500,95,1,0.7,0.06166529655456543,sparseextra30
1000,60000,97,4,0.7,22.161887407302856,sparseextra30
100,100,99,0,0.7,0.010144948959350586,sparse30
100,3300,97,0,0.7,0.03255581855773926,sparseextra30
200,7200,97,4,0.7,0.2225499153137207,sparseextra30
1000,30000,97,1,0.7,10.46360731124878,sparse30
500,7500,97,0,0.7,1.583275318145752,sparse30
300,45000,50,1,0.7,1.2861659526824951,density
1000,40000,99,0,0.7,11.231593132019043,sparseextra30
50,75,97,3,0.7,0.00452876091003418,sparse30
300,900,99,4,0.7,0.13139843940734863,sparse30
200,6400,99,3,0.7,0.1379530429840088,sparseextra30
200,6400,99,4,0.7,0.13924026489257812,sparseextra30
100,100,99,2,0.7,0.010288476943969727,sparse30
50,75,97,2,0.7,0.004498481750488281,sparse30
1000,40000,99,2,0.7,10.701828718185425,sparseextra30
300,45000,50,4,0.7,1.2771191596984863,density
3000,360000,97,2,0.7,97.46339297294617,sparseextra30
50,1625,95,3,0.7,0.01343846321105957,sparseextra30
50,1575,97,3,0.7,0.007584810256958008,sparseextra30
500,22500,97,2,0.7,2.654679775238037,sparseextra30
500,2500,99,2,0.7,0.6219596862792969,sparse30
300,9900,99,2,0.7,0.40754079818725586,sparseextra30
200,8000,95,0,0.7,0.25849223136901855,sparseextra30
100,500,95,0,0.7,0.01777958869934082,sparse30
200,1200,97,2,0.7,0.09206581115722656,sparse30
300,2700,97,2,0.7,0.31148576736450195,sparse30
300,13500,95,4,0.7,0.7515850067138672,sparseextra30
300,45000,50,3,0.7,1.295673131942749,density
100,5000,50,0,0.7,0.06191754341125488,density
100,3300,97,4,0.7,0.050016164779663086,sparseextra30
3000,270000,97,2,0.7,78.11455178260803,sparse30
200,7200,97,3,0.7,0.20437312126159668,sparseextra30
500,22500,97,4,0.7,2.651547908782959,sparseextra30
1000,30000,97,4,0.7,10.60353946685791,sparse30
300,2700,97,1,0.7,0.30592942237854004,sparse30
3000,360000,97,3,0.7,96.99855852127075,sparseextra30
100,100,99,3,0.7,0.0101165771484375,sparse30
1000,30000,97,0,0.7,10.399818420410156,sparse30
100,300,97,4,0.7,0.014475345611572266,sparse30
1000,60000,97,3,0.7,23.01258945465088,sparseextra30
100,3300,97,3,0.7,0.031819820404052734,sparseextra30
300,2700,97,3,0.7,0.3210468292236328,sparse30
3000,270000,97,0,0.9,375.38368487358093,sparse30
3000,450000,95,1,0.9,177.30520296096802,sparse30
1000,50000,95,2,0.9,20.906196355819702,sparse30
1000,10000,99,3,0.9,7.087380647659302,sparse30
300,900,99,3,0.9,0.17366671562194824,sparse30
1000,10000,99,2,0.9,7.16933536529541,sparse30
3000,90000,99,3,0.9,98.86128163337708,sparse30
500,12500,95,2,0.9,2.169229507446289,sparse30
1000,80000,95,3,0.9,34.090357065200806,sparseextra30
300,11700,97,4,0.9,0.761336088180542,sparseextra30
3000,270000,97,4,0.9,378.65298676490784,sparse30
100,500,95,3,0.9,0.018807172775268555,sparse30
500,2500,99,0,0.9,0.7263472080230713,sparse30
1000,40000,99,3,0.9,16.275469064712524,sparseextra30
100,3100,99,1,0.9,0.024149417877197266,sparseextra30
50,1525,99,3,0.9,0.0069353580474853516,sparseextra30
300,22500,75,0,0.9,1.3308978080749512,density
1000,23024,99,0,0.9,13.908166885375977,fewimportantextra
200,8000,95,2,0.9,0.26250267028808594,sparseextra30
3000,180000,99,0,0.9,239.17596554756165,sparseextra30
200,400,99,4,0.9,0.04387831687927246,sparse30
500,27500,95,0,0.9,3.822669744491577,sparseextra30
100,3100,99,0,0.9,0.025000333786010742,sparseextra30
300,9900,99,0,0.9,0.4335598945617676,sparseextra30
300,4500,95,4,0.9,0.5316941738128662,sparse30
500,12500,95,0,0.9,2.118054151535034,sparse30
3000,540000,95,1,0.9,202.88319206237793,sparseextra30
300,22500,75,2,0.9,1.3185150623321533,density
200,7200,97,2,0.9,0.23041963577270508,sparseextra30
500,27500,95,1,0.9,3.918639659881592,sparseextra30
100,3300,97,2,0.9,0.033447265625,sparseextra30
500,7500,97,3,0.9,1.9679012298583984,sparse30
500,7500,97,2,0.9,1.9564175605773926,sparse30
100,3100,99,3,0.9,0.024869918823242188,sparseextra30
1000,23024,99,3,0.9,14.4899263381958,fewimportantextra
1000,80000,95,4,0.9,33.846283197402954,sparseextra30
1000,23024,99,1,0.9,14.370822191238403,fewimportantextra
100,5000,50,3,0.9,0.06271648406982422,density
300,9900,99,4,0.9,0.4554769992828369,sparseextra30
1000,10000,99,4,0.9,7.2287280559539795,sparse30
300,900,99,2,0.9,0.14827632904052734,sparse30
200,6400,99,0,0.9,0.13339781761169434,sparseextra30
50,125,95,4,0.9,0.005034208297729492,sparse30
50,25,99,1,0.9,0.004248857498168945,sparse30
100,5000,50,4,0.9,0.06174492835998535,density
3000,90000,99,1,0.9,100.18290543556213,sparse30
500,12500,95,3,0.9,2.1670782566070557,sparse30
200,6400,99,2,0.9,0.153670072555542,sparseextra30
3000,360000,97,4,0.9,191.15911531448364,sparseextra30
100,300,97,0,0.9,0.015218019485473633,sparse30
200,400,99,3,0.9,0.04439973831176758,sparse30
1000,50000,95,0,0.9,21.2173810005188,sparse30
3000,180000,99,1,0.9,239.39161896705627,sparseextra30
3000,180000,99,3,0.9,234.55167365074158,sparseextra30
500,22500,97,1,0.9,3.346588611602783,sparseextra30
3000,450000,95,4,0.9,182.41220211982727,sparse30
3000,450000,95,3,0.9,181.41404581069946,sparse30
3000,360000,97,1,0.9,214.04945015907288,sparseextra30
50,1525,99,4,0.9,0.013108253479003906,sparseextra30
1000,60000,97,2,0.9,22.25408935546875,sparseextra30
100,3100,99,4,0.9,0.026109933853149414,sparseextra30
1000,23024,99,4,0.9,13.957096099853516,fewimportantextra
500,27500,95,3,0.9,3.8538026809692383,sparseextra30
1000,10000,99,3,0.9,7.015908241271973,fewimportant
300,13500,95,3,0.9,0.8860745429992676,sparseextra30
50,75,97,4,0.9,0.005286693572998047,sparse30
100,300,97,3,0.9,0.014917373657226562,sparse30
100,3100,99,2,0.9,0.02455615997314453,sparseextra30
100,100,99,1,0.9,0.009968042373657227,sparse30
3000,450000,95,2,0.9,182.27111911773682,sparse30
100,500,95,4,0.9,0.018961191177368164,sparse30
500,2500,99,1,0.9,0.7373595237731934,sparse30
500,17500,99,0,0.9,1.7176001071929932,sparseextra30
500,17500,99,1,0.9,1.7479803562164307,sparseextra30
300,9900,99,1,0.9,0.3973257541656494,sparseextra30
3000,360000,97,0,0.9,206.72396039962769,sparseextra30
500,2500,99,3,0.9,0.7622966766357422,sparse30
1000,10000,99,0,0.9,7.144755601882935,fewimportant
500,27500,95,2,0.9,3.886223793029785,sparseextra30
100,3500,95,2,0.9,0.036397457122802734,sparseextra30
300,4500,95,2,0.9,0.5140023231506348,sparse30
300,2700,97,4,0.9,0.3614192008972168,sparse30
100,2500,75,4,0.9,0.04505562782287598,density
3000,270000,97,3,0.9,377.6706426143646,sparse30
50,1575,97,0,0.9,0.007580995559692383,sparseextra30
300,11700,97,2,0.9,0.7292959690093994,sparseextra30
500,12500,95,4,0.9,2.225296974182129,sparse30
300,900,99,0,0.9,0.139756441116333,sparse30
3000,540000,95,4,0.9,202.44612002372742,sparseextra30
500,17500,99,2,0.9,1.8792059421539307,sparseextra30
1000,50000,95,3,0.9,21.424943208694458,sparse30
200,7200,97,0,0.9,0.23290228843688965,sparseextra30
3000,90000,99,4,0.9,100.2267324924469,sparse30
1000,60000,97,1,0.9,22.408259868621826,sparseextra30
200,2000,95,2,0.9,0.13617181777954102,sparse30
3000,180000,99,4,0.9,232.87335920333862,sparseextra30
50,25,99,3,0.9,0.00426173210144043,sparse30
300,4500,95,0,0.9,0.5280640125274658,sparse30
300,45000,50,0,0.9,1.3186404705047607,density
50,1625,95,1,0.9,0.007884025573730469,sparseextra30
3000,90000,99,0,0.9,99.93824625015259,sparse30
500,17500,99,4,0.9,1.7346611022949219,sparseextra30
200,400,99,0,0.9,0.042836904525756836,sparse30
50,1525,99,1,0.9,0.010403156280517578,sparseextra30
50,125,95,0,0.9,0.0049664974212646484,sparse30
300,13500,95,2,0.9,0.8597092628479004,sparseextra30
200,6400,99,1,0.9,0.14149999618530273,sparseextra30
500,22500,97,3,0.9,3.2271838188171387,sparseextra30
50,1575,97,4,0.9,0.0078122615814208984,sparseextra30
300,4500,95,3,0.9,0.5126352310180664,sparse30
100,5000,50,2,0.9,0.06097674369812012,density
1000,23024,99,2,0.9,13.44582200050354,fewimportantextra
50,1525,99,2,0.9,0.006991863250732422,sparseextra30
1000,10000,99,0,0.9,6.99772834777832,sparse30
200,8000,95,4,0.9,0.2638211250305176,sparseextra30
500,12500,95,1,0.9,2.185891628265381,sparse30
100,2500,75,2,0.9,0.04574728012084961,density
100,500,95,2,0.9,0.03015756607055664,sparse30
300,11700,97,3,0.9,0.7504000663757324,sparseextra30
300,13500,95,1,0.9,0.9023990631103516,sparseextra30
200,8000,95,3,0.9,0.265413761138916,sparseextra30
300,45000,50,2,0.9,1.3131804466247559,density
300,9900,99,3,0.9,0.4126739501953125,sparseextra30
200,1200,97,3,0.9,0.1064748764038086,sparse30
1000,80000,95,2,0.9,34.262481689453125,sparseextra30
1000,50000,95,1,0.9,21.17594003677368,sparse30
200,2000,95,0,0.9,0.1437699794769287,sparse30
500,7500,97,1,0.9,1.9357330799102783,sparse30
50,25,99,0,0.9,0.006848335266113281,sparse30
200,2000,95,1,0.9,0.13663482666015625,sparse30
100,300,97,2,0.9,0.024277925491333008,sparse30
50,1575,97,2,0.9,0.007490396499633789,sparseextra30
50,75,97,0,0.9,0.004231691360473633,sparse30
1000,80000,95,0,0.9,33.737452030181885,sparseextra30
1000,10000,99,1,0.9,7.094025135040283,sparse30
100,3300,97,1,0.9,0.03190112113952637,sparseextra30
100,2500,75,0,0.9,0.04392361640930176,density
300,4500,95,1,0.9,0.5212287902832031,sparse30
300,11700,97,1,0.9,0.719245433807373,sparseextra30
300,22500,75,3,0.9,1.3235044479370117,density
1000,80000,95,1,0.9,34.115580320358276,sparseextra30
200,1200,97,1,0.9,0.10569930076599121,sparse30
1000,40000,99,1,0.9,16.01058793067932,sparseextra30
50,25,99,2,0.9,0.00425267219543457,sparse30
50,1625,95,0,0.9,0.007955074310302734,sparseextra30
500,17500,99,3,0.9,1.9050180912017822,sparseextra30
200,2000,95,4,0.9,0.13948607444763184,sparse30
200,1200,97,0,0.9,0.10219860076904297,sparse30
50,1525,99,0,0.9,0.8176913261413574,sparseextra30
1000,10000,99,2,0.9,7.176797389984131,fewimportant
200,400,99,2,0.9,0.04522871971130371,sparse30
1000,30000,97,2,0.9,11.077399492263794,sparse30
100,2500,75,3,0.9,0.07213568687438965,density
50,1575,97,1,0.9,0.007506608963012695,sparseextra30
50,125,95,3,0.9,0.004712581634521484,sparse30
3000,540000,95,0,0.9,201.75553011894226,sparseextra30
100,2500,75,1,0.9,0.07388043403625488,density
300,13500,95,0,0.9,0.858112096786499,sparseextra30
1000,40000,99,4,0.9,15.048202514648438,sparseextra30
300,900,99,1,0.9,0.14385414123535156,sparse30
1000,10000,99,4,0.9,7.202579736709595,fewimportant
500,22500,97,0,0.9,3.4323554039001465,sparseextra30
3000,270000,97,1,0.9,380.3524076938629,sparse30
1000,30000,97,3,0.9,10.910090446472168,sparse30
1000,50000,95,4,0.9,21.2237708568573,sparse30
100,500,95,1,0.9,0.020627975463867188,sparse30
100,5000,50,1,0.9,0.06147193908691406,density
50,125,95,2,0.9,0.004803180694580078,sparse30
3000,540000,95,2,0.9,201.15912342071533,sparseextra30
200,7200,97,1,0.9,0.22078895568847656,sparseextra30
3000,180000,99,2,0.9,227.82318902015686,sparseextra30
300,22500,75,4,0.9,1.3085103034973145,density
500,2500,99,4,0.9,0.7554750442504883,sparse30
300,2700,97,0,0.9,0.35817670822143555,sparse30
500,27500,95,4,0.9,3.923306703567505,sparseextra30
500,7500,97,4,0.9,1.9923276901245117,sparse30
100,3500,95,4,0.9,0.03684806823730469,sparseextra30
50,1625,95,2,0.9,0.007942676544189453,sparseextra30
100,3500,95,0,0.9,0.03585529327392578,sparseextra30
200,2000,95,3,0.9,0.13730096817016602,sparse30
300,11700,97,0,0.9,0.6871604919433594,sparseextra30
50,1625,95,4,0.9,0.008496761322021484,sparseextra30
1000,60000,97,0,0.9,22.357223749160767,sparseextra30
100,100,99,4,0.9,0.009995698928833008,sparse30
100,300,97,1,0.9,0.014190435409545898,sparse30
3000,90000,99,2,0.9,99.24067711830139,sparse30
200,400,99,1,0.9,0.04775404930114746,sparse30
300,22500,75,1,0.9,1.330998420715332,density
200,1200,97,4,0.9,0.09692955017089844,sparse30
50,25,99,4,0.9,0.004323005676269531,sparse30
100,3500,95,3,0.9,0.03627634048461914,sparseextra30
50,75,97,1,0.9,0.004367828369140625,sparse30
1000,10000,99,1,0.9,7.202465295791626,fewimportant
200,8000,95,1,0.9,0.26598191261291504,sparseextra30
50,125,95,1,0.9,0.004782676696777344,sparse30
3000,450000,95,0,0.9,182.30258131027222,sparse30
3000,540000,95,3,0.9,201.67379474639893,sparseextra30
100,3500,95,1,0.9,0.045493364334106445,sparseextra30
1000,60000,97,4,0.9,22.06592106819153,sparseextra30
100,100,99,0,0.9,0.010270118713378906,sparse30
100,3300,97,0,0.9,0.03259110450744629,sparseextra30
200,7200,97,4,0.9,0.219282865524292,sparseextra30
1000,30000,97,1,0.9,10.870360612869263,sparse30
500,7500,97,0,0.9,1.9959375858306885,sparse30
300,45000,50,1,0.9,1.307758092880249,density
1000,40000,99,0,0.9,14.777636528015137,sparseextra30
50,75,97,3,0.9,0.0044901371002197266,sparse30
300,900,99,4,0.9,0.14385747909545898,sparse30
200,6400,99,3,0.9,0.13804340362548828,sparseextra30
200,6400,99,4,0.9,0.14409160614013672,sparseextra30
100,100,99,2,0.9,0.010114908218383789,sparse30
50,75,97,2,0.9,0.004499912261962891,sparse30
1000,40000,99,2,0.9,15.693819522857666,sparseextra30
300,45000,50,4,0.9,1.3091323375701904,density
3000,360000,97,2,0.9,191.5595006942749,sparseextra30
50,1625,95,3,0.9,0.007865428924560547,sparseextra30
50,1575,97,3,0.9,0.00726628303527832,sparseextra30
500,22500,97,2,0.9,3.3011345863342285,sparseextra30
500,2500,99,2,0.9,0.7675552368164062,sparse30
300,9900,99,2,0.9,0.40389418601989746,sparseextra30
200,8000,95,0,0.9,0.2663841247558594,sparseextra30
100,500,95,0,0.9,0.018031835556030273,sparse30
200,1200,97,2,0.9,0.10183405876159668,sparse30
300,2700,97,2,0.9,0.3640451431274414,sparse30
300,13500,95,4,0.9,0.8373992443084717,sparseextra30
300,45000,50,3,0.9,1.319178819656372,density
100,5000,50,0,0.9,0.06156277656555176,density
100,3300,97,4,0.9,0.033452510833740234,sparseextra30
3000,270000,97,2,0.9,377.6564824581146,sparse30
200,7200,97,3,0.9,0.2132253646850586,sparseextra30
500,22500,97,4,0.9,3.192040205001831,sparseextra30
1000,30000,97,4,0.9,11.079067945480347,sparse30
300,2700,97,1,0.9,0.35685253143310547,sparse30
3000,360000,97,3,0.9,199.04922723770142,sparseextra30
100,100,99,3,0.9,0.02148914337158203,sparse30
1000,30000,97,0,0.9,10.915240287780762,sparse30
100,300,97,4,0.9,0.01478123664855957,sparse30
1000,60000,97,3,0.9,23.185981273651123,sparseextra30
100,3300,97,3,0.9,0.032477378845214844,sparseextra30
300,2700,97,3,0.9,0.37812280654907227,sparse30
